Suburb,Price,Method,Date,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Balwyn North,1660000,PI,28/05/2016,Boroondara,-37.7975,145.0961,Southern Metropolitan,7809
Balwyn North,1260000,PI,28/05/2016,Boroondara,-37.7908,145.0991,Southern Metropolitan,7809
Balwyn North,2000000,VB,28/08/2016,Boroondara,-37.8002,145.07,Southern Metropolitan,7809
Balwyn North,2155000,S,28/08/2016,Boroondara,-37.7985,145.0707,Southern Metropolitan,7809
Balwyn North,1225000,VB,28/08/2016,Boroondara,-37.7936,145.0697,Southern Metropolitan,7809
Balwyn North,2150000,PI,28/08/2016,Boroondara,-37.7993,145.0869,Southern Metropolitan,7809
Balwyn North,1770000,PI,28/08/2016,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809
Balwyn North,691500,S,30/07/2016,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809
Balwyn North,1836000,S,30/07/2016,Boroondara,-37.7998,145.0862,Southern Metropolitan,7809
Balwyn North,1900000,S,8/04/2017,Boroondara,-37.7926,145.0842,Southern Metropolitan,7809
Balwyn North,1922000,S,8/04/2017,Boroondara,-37.8016,145.1013,Southern Metropolitan,7809
Balwyn North,2000000,PI,13/05/2017,Boroondara,-37.7848,145.0788,Southern Metropolitan,7809
Balwyn North,700000,S,13/05/2017,Boroondara,-37.7862,145.0739,Southern Metropolitan,7809
Balwyn North,1890000,S,13/05/2017,Boroondara,-37.789,145.0938,Southern Metropolitan,7809
Balwyn North,1630000,S,13/05/2017,Boroondara,-37.7897,145.0922,Southern Metropolitan,7809
Balwyn North,800000,PI,20/05/2017,Boroondara,-37.785,145.0961,Southern Metropolitan,7809
Balwyn North,1670000,S,29/04/2017,Boroondara,-37.7939,145.0866,Southern Metropolitan,7809
Balwyn North,1725000,PI,29/04/2017,Boroondara,-37.7827,145.0945,Southern Metropolitan,7809
Balwyn North,2160000,S,1/07/2017,Boroondara,-37.79888,145.06649,Southern Metropolitan,7809
Balwyn North,1050000,PI,1/07/2017,Boroondara,-37.79362,145.0652,Southern Metropolitan,7809
Balwyn North,1275000,VB,1/07/2017,Boroondara,-37.79495,145.08192,Southern Metropolitan,7809
Balwyn North,1593000,S,3/06/2017,Boroondara,-37.78142,145.09227,Southern Metropolitan,7809
Balwyn North,3100000,PI,3/06/2017,Boroondara,-37.80004,145.09869,Southern Metropolitan,7809
Balwyn North,1557000,S,17/06/2017,Boroondara,-37.80259,145.09878,Southern Metropolitan,7809
Balwyn North,1420000,PI,17/06/2017,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809
Balwyn North,2444000,S,17/06/2017,Boroondara,-37.79486,145.08728,Southern Metropolitan,7809
Balwyn North,2050000,S,17/06/2017,Boroondara,-37.79284,145.10082,Southern Metropolitan,7809
Balwyn North,1926000,S,17/06/2017,Boroondara,-37.79836,145.10111,Southern Metropolitan,7809
Balwyn North,1490000,S,17/06/2017,Boroondara,-37.78327,145.07709,Southern Metropolitan,7809
Balwyn North,1500000,VB,24/06/2017,Boroondara,-37.79219,145.10214,Southern Metropolitan,7809
Balwyn North,3200000,VB,24/06/2017,Boroondara,-37.78839,145.07076,Southern Metropolitan,7809
Balwyn North,682000,S,24/06/2017,Boroondara,-37.79334,145.10025,Southern Metropolitan,7809
Balwyn North,1300000,VB,27/05/2017,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809
Balwyn North,1330000,S,27/05/2017,Boroondara,-37.79294,145.08583,Southern Metropolitan,7809
Balwyn North,2050000,S,27/05/2017,Boroondara,-37.80365,145.09048,Southern Metropolitan,7809
Balwyn North,1940000,S,27/05/2017,Boroondara,-37.79238,145.07841,Southern Metropolitan,7809
Balwyn North,1590000,S,27/05/2017,Boroondara,-37.78483,145.07477,Southern Metropolitan,7809
Balwyn North,725000,S,27/05/2017,Boroondara,-37.79541,145.0657,Southern Metropolitan,7809
Balwyn North,2367000,S,27/05/2017,Boroondara,-37.79589,145.07832,Southern Metropolitan,7809
Balwyn North,1575000,SA,8/07/2017,Boroondara,-37.80039,145.0961,Southern Metropolitan,7809
Balwyn North,1460000,VB,12/08/2017,Boroondara,-37.78368,145.09545,Southern Metropolitan,7809
Balwyn North,1360000,S,12/08/2017,Boroondara,-37.78617,145.09202,Southern Metropolitan,7809
Balwyn North,1739000,S,12/08/2017,Boroondara,-37.79843,145.06728,Southern Metropolitan,7809
Balwyn North,1721000,S,15/07/2017,Boroondara,-37.79535,145.07131,Southern Metropolitan,7809
Balwyn North,2400000,VB,22/07/2017,Boroondara,-37.80218,145.10063,Southern Metropolitan,7809
Balwyn North,2668000,S,22/07/2017,Boroondara,-37.79494,145.06382,Southern Metropolitan,7809
Balwyn North,1750000,S,22/07/2017,Boroondara,-37.80275,145.08412,Southern Metropolitan,7809
Balwyn North,1850000,SA,22/07/2017,Boroondara,-37.79497,145.10538,Southern Metropolitan,7809
Balwyn North,1600000,S,29/07/2017,Boroondara,-37.79386,145.06746,Southern Metropolitan,7809
Balwyn North,950000,S,29/07/2017,Boroondara,-37.78245,145.09273,Southern Metropolitan,7809
Balwyn North,1755000,S,29/07/2017,Boroondara,-37.79466,145.06564,Southern Metropolitan,7809
Balwyn North,1785000,PI,3/09/2017,Boroondara,-37.80273,145.08392,Southern Metropolitan,7809
Balwyn North,2650000,VB,3/09/2017,Boroondara,-37.7883,145.07805,Southern Metropolitan,7809
Balwyn North,1951000,S,3/09/2017,Boroondara,-37.79066,145.09004,Southern Metropolitan,7809
Balwyn North,1950000,S,3/09/2017,Boroondara,-37.80235,145.09311,Southern Metropolitan,7809
Balwyn North,1950000,S,9/09/2017,Boroondara,-37.79609,145.08478,Southern Metropolitan,7809
Balwyn North,2000000,VB,9/09/2017,Boroondara,-37.78971,145.09546,Southern Metropolitan,7809
Balwyn North,2350000,S,16/09/2017,Boroondara,-37.80245,145.07963,Southern Metropolitan,7809
Balwyn North,905000,S,16/09/2017,Boroondara,-37.79681,145.06903,Southern Metropolitan,7809
Balwyn North,1900000,PI,19/08/2017,Boroondara,-37.79351,145.07655,Southern Metropolitan,7809
Balwyn North,2000000,PI,19/08/2017,Boroondara,-37.78662,145.07683,Southern Metropolitan,7809
Balwyn North,2400000,S,19/08/2017,Boroondara,-37.79483,145.07296,Southern Metropolitan,7809
Balwyn North,2270000,PI,19/08/2017,Boroondara,-37.78458,145.07912,Southern Metropolitan,7809
Balwyn North,2600000,VB,19/08/2017,Boroondara,-37.78787,145.08468,Southern Metropolitan,7809
Balwyn North,2321000,S,19/08/2017,Boroondara,-37.80081,145.09319,Southern Metropolitan,7809
Balwyn North,1890000,S,19/08/2017,Boroondara,-37.79094,145.07899,Southern Metropolitan,7809
Balwyn North,1400000,VB,23/09/2017,Boroondara,-37.79241,145.10445,Southern Metropolitan,7809
Balwyn North,3000000,VB,26/08/2017,Boroondara,-37.78739,145.07389,Southern Metropolitan,7809
Balwyn North,1900000,S,26/08/2017,Boroondara,-37.79131,145.07861,Southern Metropolitan,7809
Balwyn North,2800000,S,26/08/2017,Boroondara,-37.80385,145.09094,Southern Metropolitan,7809
Balwyn North,1650000,PI,26/08/2017,Boroondara,-37.80217,145.10183,Southern Metropolitan,7809
Bayswater,640000,S,1/07/2017,Knox,-37.83909,145.26075,Eastern Metropolitan,5030
Bayswater,930000,S,3/06/2017,Knox,-37.84613,145.25606,Eastern Metropolitan,5030
Bayswater,700000,S,3/06/2017,Knox,-37.84823,145.26673,Eastern Metropolitan,5030
Bayswater,860000,S,3/06/2017,Knox,-37.8543,145.25253,Eastern Metropolitan,5030
Bayswater,520000,S,17/06/2017,Knox,-37.83777,145.26345,Eastern Metropolitan,5030
Bayswater,925000,SP,17/06/2017,Knox,-37.84688,145.25632,Eastern Metropolitan,5030
Bayswater,1030000,S,24/06/2017,Knox,-37.85757,145.2615,Eastern Metropolitan,5030
Bayswater,705000,PI,27/05/2017,Knox,-37.854,145.2565,Eastern Metropolitan,5030
Bayswater,900000,S,8/07/2017,Knox,-37.85721,145.26305,Eastern Metropolitan,5030
Bayswater,520000,S,8/07/2017,Knox,-37.845,145.25624,Eastern Metropolitan,5030
Bayswater,720000,S,12/08/2017,Knox,-37.84633,145.26267,Eastern Metropolitan,5030
Bayswater,606000,S,29/07/2017,Knox,-37.84291,145.25545,Eastern Metropolitan,5030
Bayswater,824000,S,3/09/2017,Knox,-37.85063,145.25802,Eastern Metropolitan,5030
Bayswater,755000,S,23/09/2017,Knox,-37.85002,145.25964,Eastern Metropolitan,5030
Bayswater North,500000,PI,1/07/2017,Maroondah,-37.83303,145.27488,Eastern Metropolitan,3598
Bayswater North,616000,S,17/06/2017,Maroondah,-37.82273,145.27323,Eastern Metropolitan,3598
Bayswater North,700000,VB,24/06/2017,Maroondah,-37.82481,145.26519,Eastern Metropolitan,3598
Bayswater North,650000,SA,15/07/2017,Maroondah,-37.82737,145.2938,Eastern Metropolitan,3598
Bayswater North,762000,S,15/07/2017,Maroondah,-37.82809,145.29287,Eastern Metropolitan,3598
Bayswater North,900000,S,9/09/2017,Maroondah,-37.82778,145.28958,Eastern Metropolitan,3598
Bayswater North,800000,S,23/09/2017,Maroondah,-37.82534,145.29921,Eastern Metropolitan,3598
Bayswater North,724000,S,23/09/2017,Maroondah,-37.82391,145.30266,Eastern Metropolitan,3598
Beaconsfield,670000,SP,22/07/2017,Cardinia,-38.05614,145.38464,Eastern Victoria,2332
Beaconsfield,537000,S,29/07/2017,Cardinia,-38.04668,145.36939,Eastern Victoria,2332
Beaconsfield Upper,675000,SP,24/06/2017,Cardinia,-38.00224,145.41081,Eastern Victoria,973
Beaumaris,1221000,PI,1/07/2017,Bayside,-37.98139,145.05251,Southern Metropolitan,5366
Beaumaris,1823000,S,1/07/2017,Bayside,-37.98713,145.04887,Southern Metropolitan,5366
Beaumaris,2000000,S,1/07/2017,Bayside,-37.98942,145.03394,Southern Metropolitan,5366
Beaumaris,1470000,S,3/06/2017,Bayside,-37.98489,145.04116,Southern Metropolitan,5366
Beaumaris,1660000,PI,3/06/2017,Bayside,-37.98825,145.03227,Southern Metropolitan,5366
Beaumaris,2200000,S,27/05/2017,Bayside,-37.99035,145.03839,Southern Metropolitan,5366
Beaumaris,1780000,S,12/08/2017,Bayside,-37.97732,145.04388,Southern Metropolitan,5366
Beaumaris,1611000,S,12/08/2017,Bayside,-37.98354,145.04261,Southern Metropolitan,5366
Beaumaris,1850000,PI,22/07/2017,Bayside,-37.98453,145.02659,Southern Metropolitan,5366
Beaumaris,900000,PI,29/07/2017,Bayside,-37.98214,145.05175,Southern Metropolitan,5366
Beaumaris,1500000,S,29/07/2017,Bayside,-37.97383,145.04525,Southern Metropolitan,5366
Beaumaris,1750000,SP,9/09/2017,Bayside,-37.99007,145.03588,Southern Metropolitan,5366
Beaumaris,1354000,S,9/09/2017,Bayside,-37.97289,145.05079,Southern Metropolitan,5366
Beaumaris,3778000,S,16/09/2017,Bayside,-37.97775,145.02754,Southern Metropolitan,5366
Beaumaris,2030000,PI,16/09/2017,Bayside,-37.98667,145.02796,Southern Metropolitan,5366
Beaumaris,1150000,VB,23/09/2017,Bayside,-37.97316,145.04042,Southern Metropolitan,5366
Beaumaris,1589000,S,26/08/2017,Bayside,-37.98045,145.04833,Southern Metropolitan,5366
Beaumaris,1385000,S,26/08/2017,Bayside,-37.97258,145.05123,Southern Metropolitan,5366
Bellfield,773000,S,6/08/2016,Banyule,-37.752,145.0367,Eastern Metropolitan,790
Bellfield,885000,S,12/11/2016,Banyule,-37.7509,145.0423,Eastern Metropolitan,790
Bellfield,770000,S,16/04/2016,Banyule,-37.7529,145.0406,Eastern Metropolitan,790
Bellfield,855000,S,18/03/2017,Banyule,-37.7534,145.0454,Eastern Metropolitan,790
Bellfield,645000,SP,22/05/2016,Banyule,-37.7506,145.043,Eastern Metropolitan,790
Bellfield,720000,SP,25/02/2017,Banyule,-37.7527,145.0392,Eastern Metropolitan,790
Bellfield,625000,PI,28/05/2016,Banyule,-37.7504,145.0335,Eastern Metropolitan,790
Bellfield,828000,S,30/07/2016,Banyule,-37.7518,145.0457,Eastern Metropolitan,790
Bellfield,676000,S,30/07/2016,Banyule,-37.7516,145.0457,Eastern Metropolitan,790
Bellfield,1110000,S,6/05/2017,Banyule,-37.754,145.0453,Eastern Metropolitan,790
Bellfield,894000,S,8/04/2017,Banyule,-37.7524,145.0393,Eastern Metropolitan,790
Bellfield,736500,SP,27/05/2017,Banyule,-37.75329,145.04059,Eastern Metropolitan,790
Bellfield,780000,PI,27/05/2017,Banyule,-37.75255,145.03972,Eastern Metropolitan,790
Bellfield,1006000,S,12/08/2017,Banyule,-37.75315,145.04062,Eastern Metropolitan,790
Bellfield,906000,S,22/07/2017,Banyule,-37.7528,145.04444,Eastern Metropolitan,790
Bellfield,951000,S,26/08/2017,Banyule,-37.75399,145.03606,Eastern Metropolitan,790
Bentleigh,636000,S,3/09/2016,Glen Eira,-37.9165,145.0259,Southern Metropolitan,6795
Bentleigh,1275000,S,3/09/2016,Glen Eira,-37.925,145.046,Southern Metropolitan,6795
Bentleigh,875000,S,3/09/2016,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795
Bentleigh,895000,PI,3/09/2016,Glen Eira,-37.9336,145.043,Southern Metropolitan,6795
Bentleigh,1550000,S,3/12/2016,Glen Eira,-37.9207,145.0479,Southern Metropolitan,6795
Bentleigh,1420000,S,3/12/2016,Glen Eira,-37.9305,145.0449,Southern Metropolitan,6795
Bentleigh,1425000,S,3/12/2016,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795
Bentleigh,851000,S,3/12/2016,Glen Eira,-37.9204,145.0443,Southern Metropolitan,6795
Bentleigh,1222500,S,4/02/2016,Glen Eira,-37.9272,145.0406,Southern Metropolitan,6795
Bentleigh,1260000,PI,4/03/2017,Glen Eira,-37.9232,145.0502,Southern Metropolitan,6795
Bentleigh,2700000,S,4/06/2016,Glen Eira,-37.9155,145.0401,Southern Metropolitan,6795
Bentleigh,900000,PI,4/06/2016,Glen Eira,-37.9172,145.0421,Southern Metropolitan,6795
Bentleigh,1100000,VB,4/06/2016,Glen Eira,-37.922,145.0302,Southern Metropolitan,6795
Bentleigh,1005000,S,4/06/2016,Glen Eira,-37.9269,145.047,Southern Metropolitan,6795
Bentleigh,1317500,S,4/06/2016,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795
Bentleigh,360000,PI,6/08/2016,Glen Eira,-37.9332,145.045,Southern Metropolitan,6795
Bentleigh,1435000,S,6/08/2016,Glen Eira,-37.9278,145.0337,Southern Metropolitan,6795
Bentleigh,1110000,S,6/08/2016,Glen Eira,-37.9263,145.04,Southern Metropolitan,6795
Bentleigh,2435000,S,6/08/2016,Glen Eira,-37.9166,145.0314,Southern Metropolitan,6795
Bentleigh,1500000,PI,7/05/2016,Glen Eira,-37.9134,145.0263,Southern Metropolitan,6795
Bentleigh,1300000,PI,7/11/2016,Glen Eira,-37.9318,145.0474,Southern Metropolitan,6795
Bentleigh,855000,S,7/11/2016,Glen Eira,-37.9247,145.0287,Southern Metropolitan,6795
Bentleigh,1125000,S,8/10/2016,Glen Eira,-37.9199,145.0477,Southern Metropolitan,6795
Bentleigh,1135000,SP,8/10/2016,Glen Eira,-37.9321,145.0472,Southern Metropolitan,6795
Bentleigh,867000,S,8/10/2016,Glen Eira,-37.9344,145.0481,Southern Metropolitan,6795
Bentleigh,1328000,S,10/09/2016,Glen Eira,-37.9291,145.0472,Southern Metropolitan,6795
Bentleigh,1340000,S,10/09/2016,Glen Eira,-37.9279,145.031,Southern Metropolitan,6795
Bentleigh,1155000,S,10/09/2016,Glen Eira,-37.9252,145.0494,Southern Metropolitan,6795
Bentleigh,1275000,S,10/09/2016,Glen Eira,-37.9267,145.043,Southern Metropolitan,6795
Bentleigh,770000,VB,10/12/2016,Glen Eira,-37.9193,145.0438,Southern Metropolitan,6795
Bentleigh,855000,SP,10/12/2016,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795
Bentleigh,1100000,SP,10/12/2016,Glen Eira,-37.9292,145.0341,Southern Metropolitan,6795
Bentleigh,650000,SP,10/12/2016,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795
Bentleigh,1815000,S,10/12/2016,Glen Eira,-37.924,145.0504,Southern Metropolitan,6795
Bentleigh,2255000,S,10/12/2016,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795
Bentleigh,1470000,S,11/02/2017,Glen Eira,-37.929,145.0464,Southern Metropolitan,6795
Bentleigh,420000,PI,12/11/2016,Glen Eira,-37.9158,145.0379,Southern Metropolitan,6795
Bentleigh,855000,S,12/11/2016,Glen Eira,-37.9274,145.031,Southern Metropolitan,6795
Bentleigh,1450000,S,12/11/2016,Glen Eira,-37.9149,145.0252,Southern Metropolitan,6795
Bentleigh,1200000,PI,12/11/2016,Glen Eira,-37.9256,145.0497,Southern Metropolitan,6795
Bentleigh,1860000,PI,12/11/2016,Glen Eira,-37.9163,145.0324,Southern Metropolitan,6795
Bentleigh,725000,S,13/08/2016,Glen Eira,-37.9326,145.0387,Southern Metropolitan,6795
Bentleigh,1293000,S,15/10/2016,Glen Eira,-37.9282,145.0367,Southern Metropolitan,6795
Bentleigh,1390000,S,15/10/2016,Glen Eira,-37.9203,145.048,Southern Metropolitan,6795
Bentleigh,1400000,SP,15/10/2016,Glen Eira,-37.9316,145.0454,Southern Metropolitan,6795
Bentleigh,1328000,S,15/10/2016,Glen Eira,-37.9317,145.0469,Southern Metropolitan,6795
Bentleigh,1247000,S,15/10/2016,Glen Eira,-37.9326,145.0441,Southern Metropolitan,6795
Bentleigh,1311000,S,15/10/2016,Glen Eira,-37.933,145.0466,Southern Metropolitan,6795
Bentleigh,1100000,S,15/10/2016,Glen Eira,-37.9187,145.0461,Southern Metropolitan,6795
Bentleigh,1327500,S,16/04/2016,Glen Eira,-37.9228,145.0476,Southern Metropolitan,6795
Bentleigh,1560000,PI,16/04/2016,Glen Eira,-37.9149,145.0469,Southern Metropolitan,6795
Bentleigh,1370000,S,16/07/2016,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795
Bentleigh,1100000,S,16/07/2016,Glen Eira,-37.921,145.0411,Southern Metropolitan,6795
Bentleigh,1385000,S,16/07/2016,Glen Eira,-37.9152,145.0244,Southern Metropolitan,6795
Bentleigh,1275000,S,17/09/2016,Glen Eira,-37.9287,145.0461,Southern Metropolitan,6795
Bentleigh,1095000,S,17/09/2016,Glen Eira,-37.9286,145.0495,Southern Metropolitan,6795
Bentleigh,797500,S,17/09/2016,Glen Eira,-37.9257,145.0501,Southern Metropolitan,6795
Bentleigh,725000,S,18/03/2017,Glen Eira,-37.9173,145.0359,Southern Metropolitan,6795
Bentleigh,825000,S,18/03/2017,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795
Bentleigh,1235000,S,18/03/2017,Glen Eira,-37.9289,145.0478,Southern Metropolitan,6795
Bentleigh,1600000,VB,18/06/2016,Glen Eira,-37.9168,145.04,Southern Metropolitan,6795
Bentleigh,1165000,PI,18/06/2016,Glen Eira,-37.9315,145.0445,Southern Metropolitan,6795
Bentleigh,1355000,S,18/06/2016,Glen Eira,-37.9215,145.0505,Southern Metropolitan,6795
Bentleigh,1910000,S,18/06/2016,Glen Eira,-37.9224,145.0462,Southern Metropolitan,6795
Bentleigh,1448000,S,19/11/2016,Glen Eira,-37.9246,145.0383,Southern Metropolitan,6795
Bentleigh,820000,S,19/11/2016,Glen Eira,-37.929,145.0375,Southern Metropolitan,6795
Bentleigh,895000,S,22/05/2016,Glen Eira,-37.9307,145.0444,Southern Metropolitan,6795
Bentleigh,1041000,S,22/05/2016,Glen Eira,-37.9148,145.0243,Southern Metropolitan,6795
Bentleigh,1430000,S,22/08/2016,Glen Eira,-37.9289,145.0481,Southern Metropolitan,6795
Bentleigh,910000,S,22/08/2016,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795
Bentleigh,2520000,PI,22/08/2016,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795
Bentleigh,1350000,S,24/09/2016,Glen Eira,-37.9282,145.047,Southern Metropolitan,6795
Bentleigh,635000,S,24/09/2016,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795
Bentleigh,1280000,S,25/02/2017,Glen Eira,-37.9217,145.0315,Southern Metropolitan,6795
Bentleigh,1900000,S,25/02/2017,Glen Eira,-37.9144,145.0401,Southern Metropolitan,6795
Bentleigh,1230000,S,25/02/2017,Glen Eira,-37.9161,145.0284,Southern Metropolitan,6795
Bentleigh,1150000,PI,25/02/2017,Glen Eira,-37.9155,145.0301,Southern Metropolitan,6795
Bentleigh,1650000,S,26/07/2016,Glen Eira,-37.9139,145.0395,Southern Metropolitan,6795
Bentleigh,670000,PI,26/07/2016,Glen Eira,-37.9307,145.0379,Southern Metropolitan,6795
Bentleigh,680000,PI,27/11/2016,Glen Eira,-37.9259,145.0341,Southern Metropolitan,6795
Bentleigh,1320000,S,27/11/2016,Glen Eira,-37.9294,145.041,Southern Metropolitan,6795
Bentleigh,1380000,S,27/11/2016,Glen Eira,-37.9263,145.0422,Southern Metropolitan,6795
Bentleigh,1900000,S,27/11/2016,Glen Eira,-37.9181,145.044,Southern Metropolitan,6795
Bentleigh,1535000,S,28/08/2016,Glen Eira,-37.9148,145.0404,Southern Metropolitan,6795
Bentleigh,1281000,S,28/08/2016,Glen Eira,-37.9206,145.0383,Southern Metropolitan,6795
Bentleigh,1096000,S,28/08/2016,Glen Eira,-37.9273,145.0324,Southern Metropolitan,6795
Bentleigh,1385000,S,28/08/2016,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795
Bentleigh,517500,S,28/08/2016,Glen Eira,-37.9178,145.0511,Southern Metropolitan,6795
Bentleigh,1245000,S,28/08/2016,Glen Eira,-37.9291,145.0491,Southern Metropolitan,6795
Bentleigh,503000,S,28/08/2016,Glen Eira,-37.9159,145.0285,Southern Metropolitan,6795
Bentleigh,2620000,S,28/08/2016,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795
Bentleigh,760000,S,30/07/2016,Glen Eira,-37.9193,145.0484,Southern Metropolitan,6795
Bentleigh,405000,S,30/07/2016,Glen Eira,-37.9159,145.039,Southern Metropolitan,6795
Bentleigh,1402000,S,6/05/2017,Glen Eira,-37.9257,145.0469,Southern Metropolitan,6795
Bentleigh,1500000,S,6/05/2017,Glen Eira,-37.9318,145.0448,Southern Metropolitan,6795
Bentleigh,1100000,VB,8/04/2017,Glen Eira,-37.925,145.0467,Southern Metropolitan,6795
Bentleigh,2000000,VB,8/04/2017,Glen Eira,-37.9193,145.033,Southern Metropolitan,6795
Bentleigh,710000,S,8/04/2017,Glen Eira,-37.9243,145.0497,Southern Metropolitan,6795
